date,startup,vertical,subvertical,city,investors,rounds,amount
2016-02-10,Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,Jaikumar Nair,Seed Funding,0.0
2016-02-10,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Jaideep Mehta,Seed Funding,0.0
2016-02-10,OyBob,eCommerce,Hyperlocal Products & Services marketplace,Gurgaon,Sachin Dalal,Seed Funding,0.0
2016-02-12,ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding,1.03125
2016-02-12,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,Alok Rawat,Seed Funding,8.25
2016-02-12,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,Grey Orange Robotics,Seed Funding,8.25
2016-02-12,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,8.25
2016-02-15,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,\\Xc2\\Xa0 Inventus Capital,Private Equity,41.25
2016-02-15,Snapdeal,eCommerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers\\Xe2\\X80\\X99 Pension Plan,Private Equity,1650.0
2016-02-15,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya T,Private Equity,0.0
2016-02-15,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Funding,0.4125
2016-02-15,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,Vaibhav Doshi,Seed Funding,2.475
2016-02-15,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,Joby Babu,Seed Funding,2.475
2016-02-15,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,Abhishek Acharya,Seed Funding,2.475
2016-02-15,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,Manish Shah,Seed Funding,2.475
2016-02-15,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bangalore,\\Xc2\\Xa0 Tracxn Labs,Seed Funding,4.125
2016-02-15,Legistify,Consumer Internet,Online Legal services platform,New Delhi,Ranjit Singh,Seed Funding,0.0
2016-02-16,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bangalore,Powai Lake Ventures,Seed Funding,8.25
2016-02-16,Salebhai,eCommerce,"Sweets, Eatables, Handicrafts Online Marketplace",Ahmedabad,Virendra Shekhawat,Seed Funding,0.0
2016-02-16,Salebhai,eCommerce,"Sweets, Eatables, Handicrafts Online Marketplace",Ahmedabad,Deepak Chokhani,Seed Funding,0.0
2016-02-16,Salebhai,eCommerce,"Sweets, Eatables, Handicrafts Online Marketplace",Ahmedabad,Yogesh Patel,Seed Funding,0.0
2016-02-16,icustommadeit,eCommerce,Professional Custom creators Marketplace,Pune,Siddhivinayak Skyscrapers,Private Equity,33.0
2016-02-16,icustommadeit,eCommerce,Professional Custom creators Marketplace,Pune,Dinesh R. Challa,Private Equity,33.0
2016-02-16,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bangalore,Rajnish Sinha,Seed Funding,0.0
2016-02-16,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bangalore,Prijit Debnath,Seed Funding,0.0
2016-02-17,GameZop,Technology,Mobile Gaming Platform,New Delhi,Kwan Entertainment,Seed Funding,2.8875
2016-02-17,GameZop,Technology,Mobile Gaming Platform,New Delhi,Marketing Solutions,Seed Funding,2.8875
2016-02-17,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,Dr N,Seed Funding,0.0
2016-02-17,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,Ish Domlur,Seed Funding,0.0
2016-02-17,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,Amit S,Seed Funding,0.0
2016-02-17,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,Ill,Seed Funding,0.0
2016-02-18,GetVee,Consumer Internet,Matrimony & Couples only mobile platform,New Delhi,K Ganesh,Private Equity,0.0
2016-02-18,Unlaze,Consumer Internet,Social Networking app for outdoor interests,Gurgaon,Sujal Shah,Seed Funding,0.0
2016-02-18,Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bangalore,Teruhide Sato,Private Equity,0.0
2016-02-18,Careongo,ECommerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy,Seed Funding,2.475
2016-02-19,AlmaConnect,Consumer Internet,Alumni social network,New Delhi,Varun Aggarwal,Seed Funding,0.0
2016-02-22,Baby Berry,Consumer Internet,Parenting Mobile app,Bangalore,Nitin Bagmane,Seed Funding,8.25
2016-02-22,NewsLaundry,Consumer Internet,Independent News Media Portal,New Delhi,\\Xc2\\Xa0 Vikram Lal,Private Equity,0.0
2016-02-22,NewsLaundry,Consumer Internet,Independent News Media Portal,New Delhi,Abhijit Bh,Private Equity,0.0
2016-02-22,NewsLaundry,Consumer Internet,Independent News Media Portal,New Delhi,Ari,Private Equity,0.0
2016-02-22,NewsLaundry,Consumer Internet,Independent News Media Portal,New Delhi,Shashank Bhagat,Private Equity,0.0
2016-02-23,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,Rocket Internet Ag,Private Equity,90.75
2016-02-23,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,Holtzbrink Ventures,Private Equity,90.75
2016-02-23,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,Silicon Valley Bank,Private Equity,90.75
2016-02-23,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,The Phoenix Fund,Seed Funding,0.0
2016-02-24,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,Yajnanarayana Kammaje,Seed Funding,1.32
2016-02-24,LoanZen,Consumer Internet,Peer to peer Lending marketplace,Bangalore,Tracxn Syndicate,Seed Funding,0.0
2016-02-24,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,Qualgro,Private Equity,82.5
2016-02-24,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,Mamoru Taniya,Private Equity,82.5
2016-02-24,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,Suresh Venkat,Seed Funding,3.3
2016-02-24,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,Raj Y,Seed Funding,3.3
2016-02-25,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,Ashish Hemrajani,Private Equity,47.85
2016-02-25,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,Parikshit Dar,Private Equity,47.85
2016-02-25,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,Rajesh Balp,Private Equity,47.85
2016-02-26,Freedom Smart Labs,Technology,IoT retail solutions,New Delhi,Kapil Goel,Seed Funding,1.19625
2016-02-26,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,Insitor Impact Asia Fund,Private Equity,20.625
2016-02-26,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,Acumen Fund,Private Equity,20.625
2016-01-01,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,New Delhi,Siddharth Pai,Seed Funding,0.0
2016-01-01,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,New Delhi,Manvinder Singh Banga,Seed Funding,0.0
2016-01-04,Career360,Education,College Education Portal,New Delhi,Merittrac,Private Equity,0.0
2016-01-04,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Deepinder Goyal,Private Equity,49.5
2016-01-04,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Mayank Singhal,Private Equity,49.5
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,Samir Bangara,Seed Funding,0.825
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,Anisha Mittal,Seed Funding,0.825
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,Lalit Mangal,Seed Funding,0.825
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,Deobrat Singh,Seed Funding,0.825
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,Saurab Paruthi,Seed Funding,0.825
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,Singapore Angel Network.,Seed Funding,0.825
2016-01-05,Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Funding,0.0
2016-01-05,Alef\\nMobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,41.25
2016-01-06,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,Jagdish Kumar,Seed Funding,0.0
2016-01-06,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,Ankush Saigal,Seed Funding,0.0
2016-01-06,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,Praveen Saini,Seed Funding,0.0
2016-01-06,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,Lalitesh Katragadda,Seed Funding,6.1875
2016-01-06,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,\\Xc2\\Xa0 Ganayantrika Systems,Seed Funding,6.1875
2016-01-06,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,Arjun H,Private Equity,8.25
2016-01-06,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,Amit Jindal,Private Equity,8.25
2016-01-06,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,Nagendra Chaudhary,Private Equity,8.25
2016-01-06,PlanMy\\nMedicalTrip,Healthcare,Medical Tourism platform,Pune,Bhanu Vikram Parsotam,Seed Funding,1.2375
2016-01-06,PlanMy\\nMedicalTrip,Healthcare,Medical Tourism platform,Pune,Rohan Desai,Seed Funding,1.2375
2016-01-06,PlanMy\\nMedicalTrip,Healthcare,Medical Tourism platform,Pune,Paras Patel,Seed Funding,1.2375
2016-01-06,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,Sidbi Venture Capital Limited,Private Equity,24.75
2016-01-06,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,6.1875
2016-01-07,PitStop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/Livspace Founders,Seed Funding,0.0
2016-01-07,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,0.825
2016-01-07,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.Com International Ltd,Private Equity,1485.0
2016-01-08,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,Krishna Jhujhunwala,Seed Funding,2.0625
2016-01-08,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,Gbim Technologies Pvt Ltd,Seed Funding,0.37125
2016-01-08,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Arun Ch,Seed Funding,0.0
2016-01-08,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Ra Mohan,Seed Funding,0.0
2016-01-11,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,Nahata Family,Private Equity,44.55
2016-01-11,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,Waheed Alli,Private Equity,44.55
2016-01-11,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,Mato Peric,Seed Funding,0.0
2016-01-11,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,Tracxnlabs,Seed Funding,0.0
2016-01-11,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,0.0
2016-01-12,Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,Gic,Private Equity,825.0
2016-01-12,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,Matt Mullenweg,Private Equity,0.0
2016-01-12,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,Adam,Private Equity,0.0
2016-01-12,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,\\Xc2\\Xa0 Ruchi Sanghvi,Private Equity,0.0
2016-01-12,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,Vallabh Bhanshali,Private Equity,18.975
2016-01-12,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,N Squared Management Llc,Private Equity,18.975
2016-01-12,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,Jagdish,Private Equity,18.975
2016-01-12,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,Eep Mehta Family Office,Private Equity,18.975
2016-01-12,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,Equity Crest,Seed Funding,2.0625
2016-01-12,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,Vinners,Seed Funding,2.0625
2016-01-12,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,Sparknext,Seed Funding,2.0625
2016-01-13,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,March Capital,Private Equity,1196.25
2016-01-13,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok,Seed Funding,0.825
2016-01-13,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,Munish Jauhar,Seed Funding,0.0
2016-01-13,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,Pulkit Jain,Seed Funding,0.0
2016-01-13,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,Rohit Narang,Seed Funding,0.0
2016-01-14,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Amod Malviya,Seed Funding,0.0
2016-01-14,Buildkar,ECommerce,Construction Material Marketplace,Bangalore,Mustafa Wajid,Seed Funding,0.0
2016-01-14,Buildkar,ECommerce,Construction Material Marketplace,Bangalore,Umang Kumar,Seed Funding,0.0
2016-01-14,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Saavn,Seed Funding,0.0
2016-01-14,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Micromax,Seed Funding,0.0
2016-01-14,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Dhiraj Rajaram,Seed Funding,0.0
2016-01-14,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Ambiga Dhiraj,Seed Funding,0.0
2016-01-14,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Sanjay Nath,Seed Funding,0.0
2016-01-15,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Cipher-Plexus Capital Advisors,Private Equity,0.0
2016-01-15,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Indian Hnis,Private Equity,0.0
2016-01-15,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,Varun Khurana,Seed Funding,1.65
2016-01-15,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,Samar Singla,Seed Funding,1.65
2016-01-15,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,Vinay Bansal,Seed Funding,1.65
2016-01-15,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,\\Xc2\\Xa0 Vikas Malpani,Seed Funding,0.0
2016-01-15,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,Lv Prasad,Seed Funding,0.0
2016-01-15,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed Funding,0.0
2016-01-15,Jobick,Consumer Internet,Mobile app based Job Search,Noida,Abhinav Mathur,Seed Funding,0.0
2016-01-18,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed Funding,0.0
2016-01-18,Kartrocket,Consumer Internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,New Delhi,Nirvana Digital Investment Holding,Private Equity,49.5
2016-01-19,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,Unilazer Fund,Private Equity,11.55
2016-01-19,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,\\Xc2\\Xa0 Phanindra Sama,Private Equity,11.55
2016-01-19,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,Peyush Bansal,Private Equity,11.55
2016-01-19,Villgro,Finance,Social Business Incubator & Fund,Chennai,Lemelson Foundation,Private Equity,28.875
2016-01-20,IMbesharam,ECommerce,Adult Products Etailers,New Delhi / US,Undisclosed Us Based Investors,Private Equity,33.0
2016-01-20,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai / UK,Sa\\Xc3\\Xafd Business School Seed Fund.,Seed Funding,0.33
2016-01-20,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,Farooq Adam,Seed Funding,0.0
2016-01-20,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,Ambi Parameswaran,Seed Funding,0.0
2016-01-21,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Rob Ch,Seed Funding,4.125
2016-01-21,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Ra,Seed Funding,4.125
2016-01-21,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,Softbank Corp,Private Equity,123.75
2016-01-22,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels,Seed Funding,1.65
2016-01-22,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,Taurus Value Creation,Private Equity,59.4
2016-01-22,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,Konly Venture,Private Equity,59.4
2016-01-22,Qlivery,Consumer Internet,on-demand concierge services,Gurgaon,Igarh Angels Funding,Seed Funding,0.0
2016-01-22,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,Avnish Mehra,Seed Funding,0.0
2016-01-22,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,Pranay Adhvaryu,Seed Funding,0.0
2016-01-22,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,Ravi Sampat,Seed Funding,0.0
2016-01-22,EPS,Technology,Electronic Payments Solution Company,Mumbai,Apis Partners,Private Equity,288.75
2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,Institutional Venture Partners,Private Equity,247.5
2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,Crv,Private Equity,247.5
2016-01-25,SkyCandle,ECommerce,Home D\\xc3\\xa9cor Product etailer,New Delhi,Gpa Group,Private Equity,0.0
2016-01-28,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un Disclosed Investors,Seed Funding,8.25
2016-01-28,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Neeraj Goenka,Seed Funding,3.0525
2016-01-28,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Farooq Adam Mukadam,Seed Funding,3.0525
2016-01-28,JustDoc,Consumer Interne,Medical Video Consultation platform,Bangalore,Mohit Saxena,Seed Funding,0.0
2016-01-29,BitGiving,Consumer Internet,Crowd Funding Platform,New Delhi,Harminder Sahni,Seed Funding,0.0
2016-01-29,BitGiving,Consumer Internet,Crowd Funding Platform,New Delhi,Sanjay Bakshi,Seed Funding,0.0
2016-01-29,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,0.0
2016-01-29,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,Termsheet,Seed Funding,1.52625
2016-01-29,Truebil,ECommerce,Online marketplace for cars,Mumbai,Tekton Ventures,Private Equity,42.4875
2016-01-29,TinMen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,0.0
2016-01-29,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,0.0
2016-01-30,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,Samir Shah,Seed Funding,0.0
2015-12-01,Patel Logistics,Transportation & Logistics Platform,,Mumbai,Frontline Strategy,Private Equity,46.2
2015-12-01,Wigzo,Enterprise Marketing Automation platform,,New Delhi,Aarin Capital Partners,Seed Funding,4.125
2015-12-02,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,Lashit Sanghvi,Seed Funding,12.375
2015-12-02,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,Nikhil Vora,Seed Funding,12.375
2015-12-02,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,Venkat Vardhan,Seed Funding,12.375
2015-12-02,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,Mohammed Bin Abdul Rehman Al Khalifa,Seed Funding,12.375
2015-12-02,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,\\Xc2\\Xa0 Ralph Berezan,Seed Funding,12.375
2015-12-02,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,Vissal Mathew,Seed Funding,12.375
2015-12-02,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,\\Xc2\\Xa0 Balamurali Krishna,Seed Funding,12.375
2015-12-02,Kaaryah,Womens Fashion Wear Portal,,New Delhi,The Saha Fund,Private Equity,0.0
2015-12-03,Shuttl,App based Bus Pooling Services,,Gurgaon,One More Fund,Private Equity,165.0
2015-12-03,Eckovation,Social Learning Platform,,New Delhi,Igarh Angel Network,Seed Funding,0.0
2015-12-03,Fitcircle,Social Fitness platform,,Mumbai,Beerud Sheth,Seed Funding,0.0
2015-12-03,Fitcircle,Social Fitness platform,,Mumbai,Ravi Mantha,Seed Funding,0.0
2015-12-04,NDTV Wedding portal,Online Wedding Marketplace,,New Delhi,Cerracap,Private Equity,165.0
2015-12-07,Faasos,QSR Chain,,Pune,\\Xc2\\Xa0 Lightbox Ventures,Private Equity,247.5
2015-12-07,Vlurn,eLearning platform,,Mumbai,Vidyadhar Sarfare,Seed Funding,0.0
2015-12-07,Leaf Wearables,Smart Safety Wearable Devices,,New Delhi,Ajeet Khurana Jinesh Shah,Seed Funding,2.0625
2015-12-07,Leaf Wearables,Smart Safety Wearable Devices,,New Delhi,Vikram Chachra,Seed Funding,2.0625
2015-12-07,Coolshare,Cab Sharing service Mobile app,,Mumbai,Gopal Aggarwal,Seed Funding,0.825
2015-12-08,HeyBiz,Online Shopping Assistant Mobile app,,New Delhi,Shopclues,Seed Funding,0.0
2015-12-08,Yumist,Home Cooked Food Order & Delivery platform,,Gurgaon,Steven Lurie,Private Equity,16.5
2015-12-09,Aye Finance,Nonbanking finance company,,New Delhi,Accion,Private Equity,24.75
2015-12-10,HomeStudio,Online Branded Furniture etailer,,Bangalore,Bren Corporation,Private Equity,41.25
2015-12-10,Holisol Logistics,Supply Chain & Logistics Solutions,,New Delhi,Clsa Capital Partners Aria Iv Funds,Private Equity,82.5
2015-12-10,Stay Simple Resorts,Holiday Resort Chain,,Bangalore,Mr. Sudhir,Seed Funding,0.0
2015-12-10,Stay Simple Resorts,Holiday Resort Chain,,Bangalore,Ms. Shalini Sethi,Seed Funding,0.0
2015-12-10,Stay Simple Resorts,Holiday Resort Chain,,Bangalore,Mr. Praveen Someshwar,Seed Funding,0.0
2015-12-10,Paynear,Mobile Point of Sale solutions,,Hyderabad,Mitesh Majithia,Private Equity,20.625
2015-12-10,Chillr,Peer-to-Peer Money Transfer & Recharge App,,Mumbai,Uniqorn Ventures,Private Equity,577.5
2015-12-11,EureQa,Test Automation SAAS platform,,Hyderabad/USA,Gabriel Investments,Seed Funding,4.95
2015-12-11,Powerstores,ECommerce Website Creation SAAS platform,,Goa,Extreme Venture Partner,Seed Funding,0.0
2015-12-11,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,Zoya Akhtar,Seed Funding,8.25
2015-12-11,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,Reema Kagati,Seed Funding,8.25
2015-12-11,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,Ruchi Narain,Seed Funding,8.25
2015-12-11,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,Amrish Kumar,Seed Funding,8.25
2015-12-11,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,Hrishikesh Par,Seed Funding,8.25
2015-12-11,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,Ekar,Seed Funding,8.25
2015-12-14,Cabsguru,Cab search Comparison & Booking platform,,New Delhi,Prashanth Ranganathan,Seed Funding,1.65
2015-12-14,Whoop,Performance Optimization Platform for athletes,,Boston,Infosys,Private Equity,24.75
2015-12-15,Deal Street Asia,Digital Media Platform,,Singapore,Singapore Angels Network,Seed Funding,0.0
2015-12-16,Housejoy,Home services marketplace,,Bangalore,Ru-Net Technology Partners,Private Equity,185.625
2015-12-16,Bluebirch,End to End reverse logistics Solution platform,,Bangalore,Chicago Capital Ventures,Seed Funding,16.5
2015-12-16,MeraDoctor,Virtual Health consultation app,,Mumbai,Unilazer,Private Equity,9.9
2015-12-16,STAGE 3,Online Renting platform,,New Delhi,Nisha Sharma,Seed Funding,0.0
2015-12-16,STAGE 3,Online Renting platform,,New Delhi,Balaji Prabhakar,Seed Funding,0.0
2015-12-17,Springboard,Data Science & UX design Learning platform,,Bangalore,Allen Blue,Seed Funding,14.025
2015-12-17,Springboard,Data Science & UX design Learning platform,,Bangalore,John Katzman,Seed Funding,14.025
2015-12-17,Springboard,Data Science & UX design Learning platform,,Bangalore,Kartik Hosanagar,Seed Funding,14.025
2015-12-17,Springboard,Data Science & UX design Learning platform,,Bangalore,Blue Fog Capital,Seed Funding,14.025
2015-12-18,Focus Digit,ECommerce platform solutions,,New Delhi,Turning Ideas,Seed Funding,0.0
2015-12-18,CBREX,International Hiring Platform,,Mumbai / NY,Prahlad Rao,Seed Funding,1.65
2015-12-18,CBREX,International Hiring Platform,,Mumbai / NY,Sundara Rajan,Seed Funding,1.65
2015-12-21,KOOH Sports,Sports Education Platform,,Mumbai,Tcs,Private Equity,16.5
2015-12-22,RentOnGo,"Bike, Appliances Renting marketplace",,Bangalore,Kalpana Tatavarti,Seed Funding,0.0
2015-12-22,RentOnGo,"Bike, Appliances Renting marketplace",,Bangalore,Shivan,Seed Funding,0.0
2015-12-22,RentOnGo,"Bike, Appliances Renting marketplace",,Bangalore,An Pare,Seed Funding,0.0
2015-12-22,Industrybuying,Online Marketplace for Industrial Goods,,New Delhi,Murugappa Group,Seed Funding,0.0
2015-12-22,Industrybuying,Online Marketplace for Industrial Goods,,New Delhi,Arathi Krishna,Seed Funding,0.0
2015-12-22,LatestOne,Mobile accessories online store,,Hyderabad,Palred Technologies Ltd,Private Equity,24.75
2015-12-22,PlanetGogo,Content Discovery & reward points platform,,Gurgaon,Ht Digital Media Holdings Ltd,Seed Funding,0.0
2015-12-22,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Gurgaon,Brahmax Ventures,Private Equity,4.125
2015-12-22,MobieFit,Mobile Fitness App,,Goa,Medi Assist,Private Equity,8.25
2015-12-23,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",,Mumbai,Vectr Ventures,Private Equity,0.0
2015-12-23,Shotang.com,B2B eCommerce Marketplace,,Bangalore,Unitus Impact Livelihoods Fund,Private Equity,41.25
2015-12-24,Black White Orange,B2B Merchandize platform,,Mumbai,Collaborative Licensing Ventures Llp,Seed Funding,2.49975
2015-12-24,Kolabro,Real Estate focused Tech platform,,Gurgaon,Ruchir Arora,Seed Funding,0.0
2015-12-28,Town Essentials,Grocery Delivery platform,,Bangalore,Sharad Hegde,Seed Funding,8.25
2015-12-28,Town Essentials,Grocery Delivery platform,,Bangalore,Girish Reddy,Seed Funding,8.25
2015-12-28,Town Essentials,Grocery Delivery platform,,Bangalore,Siddharth Patil,Seed Funding,8.25
2015-12-28,Town Essentials,Grocery Delivery platform,,Bangalore,Shrikant Patil,Seed Funding,8.25
